Time, B_0_0_RRR_100, B_3_0_RRR_100, B_0_0_RRR_200, B_3_0_RRR_200
2.140000000000000000e+02,1.163922114563766225e-08,1.169989242423746827e-08,1.152709472514502669e-08,1.158769815278224002e-08
2.150000000000000000e+02,1.170598838466444567e-08,1.176670055867699071e-08,1.159385791827972753e-08,1.165450162046912102e-08
2.160000000000000000e+02,1.177274502135574246e-08,1.183349844622532180e-08,1.166061055576190201e-08,1.172129489583761648e-08
2.170000000000000000e+02,1.183949174308046188e-08,1.190028676998491217e-08,1.172735332411686916e-08,1.178807866098356275e-08
2.180000000000000000e+02,1.190622922300045621e-08,1.196706619894969584e-08,1.179408689568385346e-08,1.185485358391960121e-08
2.190000000000000000e+02,1.197295812033080967e-08,1.203383738826241783e-08,1.186081192887561363e-08,1.192162031883168536e-08
2.200000000000000000e+02,1.203967908059743075e-08,1.210060097946934625e-08,1.192752906843539310e-08,1.198837950633302853e-08
2.210000000000000000e+02,1.210639273589187346e-08,1.216735760077232418e-08,1.199423894569115230e-08,1.205513177371544276e-08
2.220000000000000000e+02,1.217309970512324692e-08,1.223410786727803055e-08,1.206094217880687604e-08,1.212187773519784367e-08
2.230000000000000000e+02,1.223980059426708254e-08,1.230085238124426165e-08,1.212763937303087992e-08,1.218861799217185698e-08
2.240000000000000000e+02,1.230649599661108447e-08,1.236759173232320494e-08,1.219433112094101973e-08,1.225535313344445696e-08
2.250000000000000000e+02,1.237318649299766390e-08,1.243432649780158940e-08,1.226101800268669638e-08,1.232208373547744193e-08
2.260000000000000000e+02,1.243987265206316297e-08,1.250105724283758680e-08,1.232770058622757693e-08,1.238881036262374649e-08
